entrezgene_id	external_gene_name	gene_biotype	chromosome_name	start_position	end_position
63895	PIEZO2	protein_coding	18	10666483	11149569
NA	SNRPGP20	processed_pseudogene	12	79989014	79989218
NA		lncRNA	13	95273960	95278212
NA	PPP1R12A-AS2	lncRNA	12	79690144	79778451
NA		lncRNA	13	109424123	109424341
NA		lncRNA	13	97110058	97114184
NA		lncRNA	12	81378042	81556637
NA		lncRNA	21	23812612	23889150
NA		lncRNA	13	18220901	18222367
116435302	SUGT1-DT	lncRNA	13	52651304	52652395
NA		lncRNA	13	114145198	114146771
100874150	LINC00379	lncRNA	13	91127609	91211712
NA		lncRNA	21	21803019	21806909
284837	AATBC	lncRNA	21	43805758	43812567
NA	DUX4L52	processed_pseudogene	12	61600067	61600843
NA		lncRNA	13	91111691	91141466
NA		protein_coding	22	30409255	30428990
NA		lncRNA	12	75020969	75044793
NA		lncRNA	13	62162870	62212064
27255	CNTN6	protein_coding	3	1092658	1404217
NA	LINC00393	lncRNA	13	73412982	73662210
644246	KANSL1-AS1	lncRNA	HSCHR17_1_CTG5	590243	593390
121006	FAM186A	protein_coding	12	50326230	50396622
NA	EIPR1-IT1	lncRNA	2	3298341	3301465
NA		processed_pseudogene	HSCHR17_1_CTG5	542478	543471
100874343	HS1BP3-IT1	lncRNA	2	20590775	20592548
NA	LINC02940	lncRNA	21	38988567	39062894
NA		lncRNA	HSCHR17_1_CTG5	752848	753305
151354	LRATD1	protein_coding	2	14632700	14650814
NA		lncRNA	HSCHR17_1_CTG5	1544936	1548903
9884	LRRC37A	protein_coding	HSCHR17_1_CTG5	413625	459002
83547	RILP	protein_coding	HSCHR17_1_CTG2	76173	80105
NA		lncRNA	22	30420512	30420912
NA		lncRNA	13	112803273	112837495
NA	RNU6-564P	snRNA	22	30421045	30421148
NA		lncRNA	22	30421206	30421536
105370256		lncRNA	13	73592394	73631897
51537	MTFP1	protein_coding	22	30425623	30429054
91137	SLC25A46	protein_coding	5	110738136	110765161
NA		lncRNA	13	110494472	110521235
NA		lncRNA	21	39061469	39083832
NA		lncRNA	2	13723048	13758152
NA		lncRNA	21	39030026	39030650
NA		lncRNA	13	27353387	27360149
146439	BICDL2	protein_coding	16	3027682	3036944
NA		lncRNA	21	42651528	42653475
NA	LINC00392	lncRNA	13	73564244	73588070
NA	IL10RB-DT	lncRNA	21	33263873	33266301
105370629	LINC02833	lncRNA	HSCHR14_7_CTG1	914	8068
NA		lncRNA	21	7625602	7626297
NA		processed_pseudogene	17	53353427	53354134
NA		lncRNA	21	45634430	45635344
NA		lncRNA	13	92219854	92220211
NA		lncRNA	21	37220321	37338496
NA		lncRNA	13	110521061	110521773
NA		TEC	17	54956760	54958426
NA		lncRNA	13	73497702	73508607
319085	ITPK1-AS1	lncRNA	HSCHR14_7_CTG1	182014	186714
NA		lncRNA	13	20125310	20126913
8853	ASAP2	protein_coding	2	9206765	9405683
54799	MBTD1	protein_coding	17	51177425	51260163
NA		lncRNA	13	73660854	73661479
NA		lncRNA	13	102470197	102481678
NA		lncRNA	12	50219604	50229984
84267	QNG1	protein_coding	9	83938311	83956986
51676	ASB2	protein_coding	HSCHR14_7_CTG1	1048715	1091353
NA	NSA2P2	processed_pseudogene	12	94521090	94521869
NA		lncRNA	13	23908013	23954209
387522	PEDS1-UBE2V1	protein_coding	20	50081124	50153637
NA		lncRNA	12	79818784	79819465
8092	ALX1	protein_coding	12	85280220	85301784
84981	MIR22HG	lncRNA	HSCHR17_1_CTG2	141521	147202
257203	DSCR9	lncRNA	21	37208196	37237353
25841	ABTB2	protein_coding	11	34150987	34358010
407043	MIR7-1	miRNA	9	83969748	83969857
NA	Y_RNA	misc_RNA	9	83992932	83993033
NA		processed_pseudogene	9	84078584	84078857
100616214	MIR4667	miRNA	9	35608094	35608159
NA		lncRNA	9	35642514	35643517
196477	CCER1	protein_coding	12	90905622	90955176
NA		lncRNA	21	37281621	37282775
203260	CCDC107	protein_coding	9	35658290	35661511
100506334	LINC00649	lncRNA	21	33915534	34039762
55643	BTBD2	protein_coding	19	1985438	2034881
NA		protein_coding	12	71674204	71698968
NA		lncRNA	13	106484592	106489991
3848	KRT1	protein_coding	12	52674736	52680407
NA		lncRNA	13	108024622	108029325
NA		lncRNA	13	21724526	21752644
NA	RNU1-125P	snRNA	16	3069523	3069651
NA		lncRNA	13	111548204	111549560
NA	RNU1-22P	snRNA	16	3086143	3086300
NA		lncRNA	13	27468286	27475051
NA		lncRNA	13	33330744	33332978
NA		lncRNA	13	24671798	24684571
NA	LINC01077	lncRNA	13	48567238	48573317
84891	ZSCAN10	protein_coding	16	3088890	3099295
387521	PEDS1	protein_coding	20	50118254	50153734
NA	SWINGN	lncRNA	13	113923052	113928991
124903242		lncRNA	13	82655405	82668868
NA	SLC39A1P1	processed_pseudogene	22	30439837	30440318
NA		lncRNA	13	103662260	103664654
50515	CHST11	protein_coding	12	104455295	104762014
NA		lncRNA	13	106456758	106479131
64423	INF2	protein_coding	14	104681146	104722535
NA		processed_pseudogene	17	53434131	53435829
NA		lncRNA	13	106469103	106473796
266629	SEC14L3	protein_coding	22	30447959	30472017
374819	LRRC37A3	protein_coding	HSCHR17_1_CTG5	1496402	1541763
NA		lncRNA	13	106472593	106473333
NA		lncRNA	17	54964474	54964679
NA		TEC	17	51183191	51186403
NA	ENOX1-AS2	lncRNA	13	43448828	43459484
NA		lncRNA	13	109235715	109268996
105370357	LINC00370	lncRNA	13	109265416	109307831
130494219	LINC00370	lncRNA	13	109265416	109307831
168451	THAP5	protein_coding	7	108554543	108569750
3607	FOXK2	protein_coding	17	82519713	82644662
NA	RPH3AL-AS2	lncRNA	HSCHR17_2_CTG1	45057	50000
NA	RPH3AL-AS1	lncRNA	HSCHR17_2_CTG1	69150	71433
NA	C1GALT1P1	processed_pseudogene	12	69284397	69285485
NA		lncRNA	12	101923410	101924719
NA	NTAN1P3	processed_pseudogene	12	67424272	67424986
729420	LMO7DN	lncRNA	13	75870573	75883811
104326189	LMO7DN	lncRNA	13	75870573	75883811
57609	DIP2B	protein_coding	12	50504985	50748657
NA		lncRNA	21	33947257	33968573
390201	OR10V1	protein_coding	11	59712916	59713845
3705	ITPK1	protein_coding	HSCHR14_7_CTG1	51476	230882
NA		lncRNA	21	17659272	17742327
9501	RPH3AL	protein_coding	HSCHR17_2_CTG1	16384	122925
NA		processed_pseudogene	11	34404663	34404949
84904	ARHGEF39	protein_coding	9	35658875	35675866
51684	SUFU	protein_coding	10	102503972	102633535
219988	PATL1	protein_coding	11	59636716	59669037
NA		lncRNA	13	72650052	72688800
NA		lncRNA	21	33973939	33977147
124903164		lncRNA	13	42677708	42747630
NA		lncRNA	21	17819401	17890553
NA		TEC	5	131797415	131797929
NA		lncRNA	21	34016843	34019022
NA		processed_pseudogene	5	106415576	106417241
10594	PRPF8	protein_coding	HSCHR17_1_CTG2	80657	114910
NA		lncRNA	21	17689564	17810847
NA		processed_pseudogene	5	53413504	53414260
NA	SEPTIN7P10	processed_pseudogene	5	119126782	119128444
NA	RN7SL636P	misc_RNA	20	50429190	50429483
NA	COX6CP2	processed_pseudogene	20	50479767	50479991
100506895	LUARIS	lncRNA	7	43508728	43522542
NA		lncRNA	13	113156089	113158999
5770	PTPN1	protein_coding	20	50510321	50585241
4001	LMNB1	protein_coding	5	126776623	126837020
NA		processed_pseudogene	7	96306810	96306874
NA	LINC00398	lncRNA	13	30803176	30897148
246312	C21orf91-OT1	lncRNA	21	17763311	17792523
NA		lncRNA	7	118511942	118513830
NA		TEC	7	127359785	127364759
79161	TMEM243	protein_coding	7	87196160	87220587
6748	SSR4	protein_coding	X	153793516	153798499
NA		lncRNA	21	45550260	45550553
NA		lncRNA	21	17928992	17931208
NA		lncRNA	21	6858450	6892971
NA		lncRNA	16	3156736	3157483
NA		lncRNA	21	31160446	31165300
NA		lncRNA	21	45440717	45450600
NA	LINC00112	lncRNA	21	41715799	41717975
26184	OR1F2P	unprocessed_pseudogene	16	3215611	3216543
NA		TEC	16	3273609	3275807
NA		TEC	16	3292879	3293403
NA		lncRNA	13	42694222	42753916
NA		lncRNA	13	42752069	42786682
91151	TIGD7	protein_coding	16	3298808	3305729
NA	CDK8P1	processed_pseudogene	2	11665369	11665969
100507064	TEX26-AS1	lncRNA	13	30881933	30933846
NA	PIK3CDP1	processed_pseudogene	2	6495877	6496798
5140	PDE3B	protein_coding	11	14643804	14872044
NA		lncRNA	2	18403967	18504484
107984156		protein_coding	HSCHR17_1_CTG5	1502797	1565746
NA		lncRNA	2	13537673	13609168
23620	NTSR2	protein_coding	2	11658178	11670195
105372766		lncRNA	21	28992926	28994186
NA		lncRNA	21	8839454	8859114
NA	RN7SL22P	misc_RNA	9	35671776	35672044
NA		lncRNA	21	8762386	8836656
NA		lncRNA	21	44840636	44843827
100506215	PAXBP1-AS1	lncRNA	21	32728079	32747065
4145	MATK	protein_coding	19	3777970	3802129
7169	TPM2	protein_coding	9	35681992	35690056
23658	LSM5	protein_coding	7	32485338	32495283
NA	RPL21P104	processed_pseudogene	12	61775923	61776400
NA		processed_pseudogene	2	16149251	16149394
NA	RPS25P3	processed_pseudogene	2	20606280	20606654
NA		lncRNA	13	30978744	31001681
NA		processed_pseudogene	2	16853820	16855284
NA		lncRNA	16	3307573	3308393
NA	RN7SL672P	misc_RNA	20	50557682	50557998
NA		lncRNA	13	31034793	31056898
NA	RPL7L1P19	processed_pseudogene	16	3323192	3323925
NA	Y_RNA	misc_RNA	20	50563009	50563110
NA		lncRNA	2	23330664	23332044
NA		lncRNA	20	50570975	50578041
4993	OR2C1	protein_coding	16	3355889	3357306
693230	MIR645	miRNA	20	50585786	50585879
100302146	MIR1302-5	miRNA	20	50614636	50614785
NA	RPL36P2	processed_pseudogene	20	50620763	50621077
NA	RPL7AP14	processed_pseudogene	20	37444733	37445534
NA	GCNT1P4	processed_pseudogene	6	63857441	63857769
6714	SRC	protein_coding	20	37344685	37406050
NA		lncRNA	21	42804340	42817780
NA		protein_coding	16	3365099	3479550
NA	RPS15AP20	processed_pseudogene	6	51537155	51537543
9958	USP15	protein_coding	12	62260338	62417431
NA	LNCTSI	lncRNA	21	36430289	36627435
NA		TEC	17	83132647	83136150
101929775		processed_pseudogene	HSCHR17_1_CTG5	1460410	1461403
NA	MTCO1P28	processed_pseudogene	16	3367719	3369246
162540	SPPL2C	protein_coding	HSCHR17_1_CTG5	941109	943346
51557	LGSN	protein_coding	6	63275951	63319983
NA	MTND1P8	processed_pseudogene	16	3369957	3370906
7727	ZNF174	protein_coding	16	3401215	3409364
NA	MAPT-AS1	lncRNA	HSCHR17_1_CTG5	892614	944825
NA		lncRNA	21	45595473	45625675
3030	HADHA	protein_coding	2	26190635	26244672
105372840	LINC01694	lncRNA	21	45590717	45603088
51326	ARL17B	protein_coding	HSCHR17_1_CTG5	389590	511415
100506084	ARL17B	protein_coding	HSCHR17_1_CTG5	389590	511415
100996709	ARL17B	protein_coding	HSCHR17_1_CTG5	389590	511415
NA		lncRNA	13	30825917	30840018
NA		lncRNA	13	64932760	64940800
NA		lncRNA	13	31064168	31074122
105370145		lncRNA	13	30973283	30977654
106144544	LINC01066	lncRNA	13	30995152	30996302
NA		lncRNA	13	89140990	89163307
NA		lncRNA	13	30869512	30870500
NA		lncRNA	13	24355414	24358051
23461	ABCA5	protein_coding	17	69244311	69327244
NA		lncRNA	13	97493308	97645153
NA		lncRNA	21	45607207	45612561
NA		lncRNA	21	44873976	44875810
NA		lncRNA	HSCHR17_2_CTG1	80185	81246
NA		lncRNA	21	45535501	45535777
NA		lncRNA	21	45532741	45532848
NA		lncRNA	21	10327672	10342757
NA		lncRNA	HSCHR17_2_CTG1	45756	47901
283481	FGF14-AS2	lncRNA	13	102394578	102395707
NA		lncRNA	13	43203847	43205662
NA	WTAPP2	processed_pseudogene	6	51410081	51410537
NA		lncRNA	13	24337370	24339245
NA	OR4F1P	unprocessed_pseudogene	6	105919	106856
101927712		lncRNA	13	110131901	110139586
135154	SDHAF4	protein_coding	6	70566917	70589569
NA	SDC4P	processed_pseudogene	22	30481311	30481911
NA	CYCSP45	processed_pseudogene	X	153841251	153841565
NA		lncRNA	21	10332056	10333459
284904	SEC14L4	protein_coding	22	30488902	30505711
9315	NREP	protein_coding	5	111662621	111997464
NA		lncRNA	21	22598611	22601509
4892	NRAP	protein_coding	10	113588714	113664070
NA		lncRNA	21	28328738	28836786
NA	LINC01076	lncRNA	13	25192763	25244246
NA		processed_pseudogene	6	84689292	84689429
NA	RPS16P5	transcribed_processed_pseudogene	6	53336943	53337346
102723318	LINC01053	lncRNA	13	25168969	25193921
NA		processed_pseudogene	6	49115537	49116115
NA		processed_pseudogene	6	37295584	37295742
146434	ZNF597	protein_coding	16	3432414	3443504
NA		TEC	6	73971346	73973115
101929140	KBTBD6-DT	lncRNA	13	41132894	41261348
51167	CYB5R4	protein_coding	6	83859656	83967423
123956252	CYB5R4	protein_coding	6	83859656	83967423
NA		lncRNA	3	14602035	14641443
102724386	LINC01393	lncRNA	7	115030564	115126314
NA	NUP210P2	unprocessed_pseudogene	3	11900011	11901245
3897	L1CAM	protein_coding	X	153861514	153886173
NA	LINC00463	lncRNA	13	25172812	25180900
4905	NSF	protein_coding	HSCHR17_1_CTG5	1576739	1743341
NA		lncRNA	13	25211754	25213853
NA		lncRNA	13	109478739	109732157
NA		lncRNA	13	111764156	111765195
NA		lncRNA	13	77326200	77328198
29107	NXT1	protein_coding	20	23350791	23354771
NA		lncRNA	13	114076939	114134664
1174	AP1S1	protein_coding	7	101154456	101161596
23180	RFTN1	protein_coding	3	16313574	16514026
NA	LINC00384	lncRNA	13	30143926	30159621
NA		lncRNA	21	28335335	28380631
NA		lncRNA	21	28885357	28896386
NA		lncRNA	13	27442422	27445197
NA		lncRNA	21	35713139	35733006
NA		lncRNA	13	51200560	51204115
118421	LINC00161	lncRNA	21	28539318	28543283
NA		lncRNA	13	112155130	112164248
64412	GZF1	protein_coding	20	23362182	23373062
4199	ME1	protein_coding	6	83210402	83431051
NA		lncRNA	13	114125287	114133985
105370141	LINC00385	lncRNA	13	30153744	30160592
NA		lncRNA	21	35719350	35719544
NA		lncRNA	21	28418956	28422462
NA		lncRNA	13	27449968	27451885
NA		lncRNA	21	28392575	28393335
105372779	MRAP-AS1	lncRNA	21	32283682	32308737
NA		lncRNA	11	29713909	29881714
NA		lncRNA	13	19118544	19118808
NA	OR10Y1P	unprocessed_pseudogene	11	59728519	59729492
NA		lncRNA	13	114061110	114065821
NA		lncRNA	13	112161713	112167821
79903	NAA60	protein_coding	16	3443649	3486953
NA		lncRNA	13	104012783	104015494
NA	ZFP91-CNTF	protein_coding	11	58579172	58624639
NA		lncRNA	21	7130334	7131029
NA		lncRNA	13	27450847	27451262
105372749		lncRNA	21	23704248	23709345
NA		lncRNA	13	114055490	114058392
124903221		lncRNA	13	114114776	114116627
NA		lncRNA	13	88026034	88066091
105372751	LINC01684	lncRNA	21	24209060	24547942
NA		lncRNA	13	74985735	75022622
NA		lncRNA	13	44870155	44896557
NA		lncRNA	13	80471219	80478167
NA		lncRNA	13	18408589	18423417
63908	NAPB	protein_coding	20	23374519	23421519
78990	OTUB2	protein_coding	HSCHR14_7_CTG1	1140891	1164186
NA	RPL7AP56	processed_pseudogene	11	37725666	37726456
NA		processed_pseudogene	11	39873782	39874388
NA		lncRNA	13	74978511	74999954
NA		lncRNA	7	44958999	44960909
79026	AHNAK	protein_coding	11	62433542	62556235
NA		lncRNA	13	97930192	97931947
NA		lncRNA	13	95351420	95404484
NA	RPL36AP4	processed_pseudogene	HSCHR14_7_CTG1	358572	358885
90050	FAM181A	protein_coding	HSCHR14_7_CTG1	1033456	1044170
8985	PLOD3	protein_coding	7	101205977	101218420
NA		lncRNA	13	95386623	95405151
NA		lncRNA	13	106681357	106682536
NA	RPS27P28	processed_pseudogene	18	32779039	32779286
NA		lncRNA	13	59587785	59588174
NA		lncRNA	13	104803661	104837976
374864	CCDC178	protein_coding	18	32937402	33441101
150000	ABCC13	lncRNA	21	14236206	14338017
NA		lncRNA	13	104823307	104832167
NA		lncRNA	13	21929619	21968918
102465513	MIR6852	miRNA	9	35710676	35710741
10488	CREB3	protein_coding	9	35732598	35736999
NA		lncRNA	13	97063809	97077306
5558	PRIM2	protein_coding	6	57314805	57646850
NA	SIRPAP1	processed_pseudogene	22	30542536	30544305
341947	COX8C	protein_coding	HSCHR14_7_CTG1	461753	462918
NA	LINC00423	lncRNA	13	32877431	32911650
NA		lncRNA	13	114245272	114282439
NA		lncRNA	HSCHR14_7_CTG1	1054117	1058691
9514	GAL3ST1	protein_coding	22	30554635	30574665
83982	IFI27L2	protein_coding	HSCHR14_7_CTG1	1242341	1244815
NA		lncRNA	13	64526096	64527281
NA		lncRNA	13	87851308	87853907
NA	LINC01034	lncRNA	13	76012969	76015142
NA	MAPK8IP1P1	processed_pseudogene	HSCHR17_1_CTG5	1186488	1187956
NA	RDM1P2	unprocessed_pseudogene	HSCHR17_1_CTG5	1490043	1495436
NA		lncRNA	13	61557941	61573885
NA	LINC01065	lncRNA	13	53099397	53151914
NA		processed_pseudogene	HSCHR17_1_CTG5	525964	527032
474170	NSFP1	unprocessed_pseudogene	HSCHR17_1_CTG5	264219	378518
246744	STH	protein_coding	HSCHR17_1_CTG5	788696	789140
NA		processed_pseudogene	HSCHR17_1_CTG5	1397272	1398561
NA		unprocessed_pseudogene	HSCHR17_1_CTG5	242033	247428
101927646	LINC03082	lncRNA	13	109978140	110129136
NA		lncRNA	HSCHR17_1_CTG5	61905	62560
NA		processed_pseudogene	HSCHR17_1_CTG5	1475345	1476416
NA	5S_rRNA	rRNA_pseudogene	HSCHR17_1_CTG5	17869	18000
NA	Metazoa_SRP	misc_RNA	HSCHR17_1_CTG5	213564	213844
NA	Metazoa_SRP	misc_RNA	HSCHR17_1_CTG5	856248	856525
NA	Metazoa_SRP	misc_RNA	HSCHR17_1_CTG5	431481	431761
1394	CRHR1	protein_coding	HSCHR17_1_CTG5	952323	1003890
104909134	CRHR1	protein_coding	HSCHR17_1_CTG5	952323	1003890
1113	CHGA	protein_coding	HSCHR14_7_CTG1	37642	49855
102466201	MIR6853	miRNA	9	35732922	35732995
57704	GBA2	protein_coding	9	35736866	35749228
NA	RNA5SP479	rRNA_pseudogene	20	23380896	23381012
128817	CSTL1	protein_coding	20	23426104	23444930
57689	LRRC4C	protein_coding	11	40114203	41459773
140880	CST11	protein_coding	20	23450403	23452876
101928271	LINC02850	lncRNA	2	20859771	20861661
NA		processed_pseudogene	2	7324748	7325062
NA		lncRNA	2	26671254	26674464
NA		lncRNA	13	53032708	53054679
NA		lncRNA	2	1158310	1160424
NA		lncRNA	13	24613487	24618693
130497	OSR1	protein_coding	2	19351485	19358623
NA		lncRNA	13	110000419	110001936
NA		lncRNA	13	52889323	52897506
NA	SLC25A6P1	processed_pseudogene	20	21742303	21743077
NA	RPL41P1	processed_pseudogene	20	21755270	21755350
NA		lncRNA	13	52933139	52935179
2691	GHRH	protein_coding	20	37251086	37261819
NA		lncRNA	13	52903690	52904845
100129597	LINC00462	lncRNA	13	48576969	48590598
NA		lncRNA	2	14616428	14630192
NA	RPS3AP25	processed_pseudogene	7	94695027	94695819
NA		lncRNA	13	52849880	52850468
NA	GPC5-AS2	lncRNA	13	92339794	92379536
NA	RCC2P6	processed_pseudogene	11	62371146	62373168
252983	STXBP4	protein_coding	17	54968727	55173632
NA		lncRNA	13	28818110	28820804
NA	FABP5P7	processed_pseudogene	11	59781318	59781722
130502	TTC32	protein_coding	2	19896631	19901983
NA		lncRNA	11	58611119	58612642
NA	PAN3-AS1	lncRNA	13	28136561	28138497
121278	TPH2	protein_coding	12	71938845	72186618
105370120		lncRNA	13	25095603	25119443
5345	SERPINF2	protein_coding	HSCHR17_1_CTG2	171788	184217
152189	CMTM8	protein_coding	3	32238679	32370321
NA		TEC	6	49721931	49724007
NA		processed_pseudogene	6	66710242	66710827
NA		lncRNA	13	20238439	20247531
5454	POU3F2	protein_coding	6	98834574	98839458
NA		lncRNA	13	68917104	68927563
NA		lncRNA	13	79753127	79774779
NA		lncRNA	13	57266063	57269121
9066	SYT7	protein_coding	11	61513714	61581148
NA		lncRNA	13	26980088	26983604
57062	DDX24	protein_coding	HSCHR14_7_CTG1	1165482	1195807
NA		lncRNA	13	102839524	102846569
NA		lncRNA	6	82932601	82938677
NA		processed_pseudogene	6	53206598	53208697
NA		lncRNA	13	19181969	19187905
22979	EFR3B	protein_coding	2	25042076	25159135
NA		processed_pseudogene	6	80499196	80499392
NA		processed_pseudogene	6	77343557	77343654
NA		processed_pseudogene	6	76660486	76662770
NA		processed_pseudogene	6	79854684	79855632
5332	PLCB4	protein_coding	20	9067825	9504593
107984132		lncRNA	13	19074034	19118365
NA	NDUFA5P9	processed_pseudogene	6	86214237	86214576
NA		lncRNA	6	70596438	70596980
948	CD36	protein_coding	7	80369575	80679277
NA		processed_pseudogene	6	102453367	102453792
NA		lncRNA	13	78389824	78430607
NA		lncRNA	6	64377795	64412779
NA		processed_pseudogene	12	98317741	98318349
NA		lncRNA	13	27830210	27834169
NA		lncRNA	12	71582293	71583852
NA		lncRNA	13	29378312	29384547
NA	NPM1P38	processed_pseudogene	6	100050372	100051236
NA	RPSAP12	processed_pseudogene	12	68552995	68553882
NA		lncRNA	3	4269153	4311495
NA		lncRNA	13	83973213	83992917
NA		lncRNA	13	111677646	111692547
NA		lncRNA	13	111679258	111680292
NA		lncRNA	13	74649369	74732823
29080	CCDC59	protein_coding	12	82223681	82358805
NA		lncRNA	13	97405169	97433994
NA	COX6CP10	processed_pseudogene	3	33554636	33554859
NA		lncRNA	13	112656202	112659132
NA		protein_coding	3	28349178	29767537
9827	RGP1	protein_coding	9	35749287	35758585
NA		lncRNA	13	22646693	22664562
NA		lncRNA	13	23954450	23970188
639	PRDM1	protein_coding	6	105993463	106109939
NA		lncRNA	13	59121879	59230636
NA		lncRNA	5	133051065	133051893
NA		lncRNA	13	112686769	112691109
NA		lncRNA	5	85112342	85112756
123706549	TILRLS	lncRNA	5	67268022	67270182
NA		processed_pseudogene	5	115264669	115265464
NA		lncRNA	5	118581242	118628178
NA	CATSPER2P2	processed_pseudogene	5	119011471	119012056
54508	EPB41L4A-DT	lncRNA	5	112419583	112420978
NA		lncRNA	5	85429702	85430184
NA		lncRNA	13	112689271	112689600
3578	IL9	protein_coding	5	135892246	135895841
NA		lncRNA	13	94549915	94552578
NA		lncRNA	13	29595875	29598059
152273	FGD5	protein_coding	3	14810853	14934571
NA		lncRNA	13	30388771	30404967
107984588		lncRNA	13	102580408	102596870
NA		lncRNA	13	70765770	70901063
NA	EIF4A1P4	processed_pseudogene	12	53153272	53154484
NA		lncRNA	13	34159993	34162820
NA		lncRNA	13	74739454	74751397
NA		lncRNA	13	48744635	48818331
692094	MSMP	protein_coding	9	35752990	35756613
NA		lncRNA	13	81466827	81474370
NA		lncRNA	13	48728303	48751141
NA		lncRNA	13	84867514	84902434
NA		lncRNA	9	35756712	35757940
NA	FGF14-AS1	lncRNA	13	102367468	102373749
NA	RN7SL105P	misc_RNA	HSCHR17_1_CTG2	34402	34700
NA	LINC00354	lncRNA	13	111865136	111913831
9498	SLC4A8	protein_coding	12	51391317	51515763
162333	MARCHF10	protein_coding	17	62701314	62808344
26206	SPAG8	protein_coding	9	35808045	35812272
23743	BHMT2	protein_coding	5	79069767	79090069
NA		lncRNA	21	41764826	41776433
NA		lncRNA	13	111897179	111909442
NA		lncRNA	13	35858065	35902015
NA		lncRNA	13	40069719	40074498
23481	PES1	protein_coding	22	30576625	30607083
NA	LINC00332	lncRNA	13	40172505	40195361
NA		lncRNA	13	99940790	99950213
NA		lncRNA	13	36430238	36432128
NA		lncRNA	13	112180490	112196410
NA		lncRNA	21	14308631	14327403
NA		lncRNA	13	90287411	90300692
NA		lncRNA	21	41732793	41734454
NA	CLYBL-AS1	lncRNA	13	99726242	99728981
NA		lncRNA	21	41768671	41769359
101928698	LINC01070	lncRNA	13	112189089	112201007
105369302		lncRNA	21	15368955	15627367
NA		lncRNA	13	30445206	30482312
NA		lncRNA	13	99687090	99688855
NA		lncRNA	13	30408134	30419063
NA		lncRNA	13	99729041	99729771
NA	LINC01058	lncRNA	13	30416251	30422282
NA		lncRNA	13	109139557	109140998
NA		lncRNA	13	30613551	30617805
NA		processed_pseudogene	5	57081745	57081951
NA		lncRNA	13	20738740	20739359
NA	LINC02336	lncRNA	13	89402398	89834274
10085	EDIL3	protein_coding	5	83940554	84384880
NA		lncRNA	13	49642266	49663176
NA	Y_RNA	misc_RNA	HSCHR17_1_CTG5	571714	571815
NA	Y_RNA	misc_RNA	HSCHR17_1_CTG5	1350720	1350821
NA	LINC00456	lncRNA	13	97117149	97187578
NA	Metazoa_SRP	misc_RNA	HSCHR17_1_CTG5	1523630	1523910
7473	WNT3	protein_coding	HSCHR17_1_CTG5	1748388	1804487
101929777	WNT3	protein_coding	HSCHR17_1_CTG5	1748388	1804487
84681	HINT2	protein_coding	9	35812960	35815354
NA		lncRNA	13	49615239	49628706
NA		lncRNA	13	97141812	97153123
NA		transcribed_unprocessed_pseudogene	HSCHR17_1_CTG5	1209819	1211092
NA		lncRNA	HSCHR17_1_CTG5	1209456	1209926
NA		lncRNA	13	97235411	97242910
NA		TEC	HSCHR14_7_CTG1	1010324	1012321
NA		lncRNA	13	80165167	80236113
84520	GON7	protein_coding	HSCHR14_7_CTG1	317456	321656
NA		lncRNA	13	97211696	97212706
NA		lncRNA	13	80339706	80364078
NA		lncRNA	13	80275954	80278061
NA	Y_RNA	misc_RNA	HSCHR14_7_CTG1	511701	511796
NA		lncRNA	13	80341478	80342403
NA	RNU6-1258P	snRNA	HSCHR14_7_CTG1	551962	552072
NA		misc_RNA	HSCHR14_7_CTG1	751741	751900
NA	LINC01038	lncRNA	13	79804309	79805689
5265	SERPINA1	protein_coding	HSCHR14_7_CTG1	1493319	1507265
NA	TPT1-AS1	lncRNA	13	45341345	45417975
51808	PHAX	protein_coding	5	126600925	126627252
124900293		snoRNA	10	26789017	26789157
NA	RPL35P10	processed_pseudogene	19	3130717	3131398
NA	RNU6-946P	snRNA	10	26790540	26790646
NA		processed_pseudogene	6	100093311	100093768
NA	RNU6-490P	snRNA	10	27088321	27088427
NA		protein_coding	9	35812960	35828732
NA	RUNX2-AS1	lncRNA	6	45573346	45576770
84930	MASTL	protein_coding	10	27154824	27187953
NA		unprocessed_pseudogene	19	3775996	3776182
85315	PAQR8	protein_coding	6	52361421	52407777
84767	TRIM51	protein_coding	11	55883297	55891810
51754	TMEM8B	protein_coding	9	35814451	35865518
NA		lncRNA	5	131944408	131968220
91304	TMEM259	protein_coding	19	1009648	1021179
NA		processed_pseudogene	5	130994253	130996164
NA		processed_pseudogene	5	61831947	61833024
NA		processed_pseudogene	6	99082449	99082761
NA	LINC02161	lncRNA	5	89581209	89677701
NA		lncRNA	5	53880293	53881051
NA	LINC02594	lncRNA	17	43679341	43706709
389396	GLYATL3	protein_coding	6	49499923	49528078
NA	RNF138P1	processed_pseudogene	5	55530156	55530701
NA	MTND6P22	processed_pseudogene	5	100046450	100046970
55781	RIOK2	protein_coding	5	97160867	97183247
58488	PCTP	protein_coding	17	55751051	55842830
83473	KATNAL2	protein_coding	18	46917492	47103478
2643	GCH1	protein_coding	14	54842008	54902826
135228	CD109	protein_coding	6	73695785	73828316
NA	ABR-AS1	lncRNA	HSCHR17_2_CTG2	226365	229558
286753	TRARG1	protein_coding	HSCHR17_2_CTG2	240276	243012
159963	SLC5A12	protein_coding	11	26667020	26723427
64359	NXN	protein_coding	HSCHR17_2_CTG2	17546	19017
NA		processed_pseudogene	HSCHR17_2_CTG2	199812	200021
